"Country or Area","Currency","ISIC Rev 3","Year","Measure","Value","Value Footnotes"
"Czech Republic ","Koruny","2911 Engines & turbines (not for transport equipment)","2007","Wages and salaries paid to employees","1411000000",""
"Czech Republic ","Koruny","2912 Pumps, compressors, taps and valves","2007","Wages and salaries paid to employees","4895000000",""
"Czech Republic ","Koruny","2913 Bearings, gears, gearing & driving elements","2007","Wages and salaries paid to employees","2271000000",""
"Czech Republic ","Koruny","2914 Ovens, furnaces and furnace burners","2007","Wages and salaries paid to employees","700000000",""
"Czech Republic ","Koruny","2915 Lifting and handling equipment","2007","Wages and salaries paid to employees","3679000000",""
"Czech Republic ","Koruny","2919 Other general purpose machinery","2007","Wages and salaries paid to employees","6381000000",""
"Czech Republic ","Koruny","292 Special purpose machinery","2007","Wages and salaries paid to employees","21591000000",""
"Czech Republic ","Koruny","2921 Agricultural and forestry machinery","2007","Wages and salaries paid to employees","1938000000",""
"Czech Republic ","Koruny","2922 Machine tools","2007","Wages and salaries paid to employees","4931000000",""
"Czech Republic ","Koruny","2923 Machinery for metallurgy","2007","Wages and salaries paid to employees","1516000000",""
"Czech Republic ","Koruny","2924 Machinery for mining & construction","2007","Wages and salaries paid to employees","3329000000",""
"Czech Republic ","Koruny","2925 Food/beverage/tobacco processing machinery","2007","Wages and salaries paid to employees","830000000",""
"Czech Republic ","Koruny","2926 Machinery for textile, apparel and leather","2007","Wages and salaries paid to employees","2094000000",""
