Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source,,
756,Switzerland,2020,Exports FOB (millions of US dollars),S,,318415,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
756,Switzerland,1995,Balance imports/exports (millions of US dollars),S,,1489,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
756,Switzerland,2005,Balance imports/exports (millions of US dollars),S,,4356,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
756,Switzerland,2010,Balance imports/exports (millions of US dollars),S,,19329,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
756,Switzerland,2015,Balance imports/exports (millions of US dollars),S,,38807,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
756,Switzerland,2018,Balance imports/exports (millions of US dollars),S,,31859,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
756,Switzerland,2019,Balance imports/exports (millions of US dollars),S,,37338,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
756,Switzerland,2020,Balance imports/exports (millions of US dollars),S,,28090,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,1995,Imports CIF (millions of US dollars),S,,4645,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2005,Imports CIF (millions of US dollars),S,,7898,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2010,Imports CIF (millions of US dollars),S,,17562,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2015,Imports CIF (millions of US dollars),S,,3206,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2018,Imports CIF (millions of US dollars),S,,1319,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2019,Imports CIF (millions of US dollars),S,,980,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2020,Imports CIF (millions of US dollars),S,,729,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,1995,Exports FOB (millions of US dollars),S,,3561,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2005,Exports FOB (millions of US dollars),S,,6450,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2010,Exports FOB (millions of US dollars),S,,11353,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2015,Exports FOB (millions of US dollars),S,,1688,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2018,Exports FOB (millions of US dollars),S,,712,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2019,Exports FOB (millions of US dollars),S,,534,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2020,Exports FOB (millions of US dollars),S,,400,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,1995,Balance imports/exports (millions of US dollars),S,,-1084,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2005,Balance imports/exports (millions of US dollars),S,,-1448,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2010,Balance imports/exports (millions of US dollars),S,,-6209,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2015,Balance imports/exports (millions of US dollars),S,,-1518,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2018,Balance imports/exports (millions of US dollars),S,,-607,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2019,Balance imports/exports (millions of US dollars),S,,-447,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
760,Syrian Arab Republic,2020,Balance imports/exports (millions of US dollars),S,,-329,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,1995,Imports CIF (millions of US dollars),G,,809,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2005,Imports CIF (millions of US dollars),G,,1329,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2010,Imports CIF (millions of US dollars),G,,2659,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2015,Imports CIF (millions of US dollars),G,,3435,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2018,Imports CIF (millions of US dollars),G,,2774,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2019,Imports CIF (millions of US dollars),G,,2773,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2020,Imports CIF (millions of US dollars),G,,2772,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,1995,Exports FOB (millions of US dollars),G,,748,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2005,Exports FOB (millions of US dollars),G,,905,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2010,Exports FOB (millions of US dollars),G,,1206,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2015,Exports FOB (millions of US dollars),G,,891,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2018,Exports FOB (millions of US dollars),G,,1573,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2019,Exports FOB (millions of US dollars),G,,2065,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2020,Exports FOB (millions of US dollars),G,,2711,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,1995,Balance imports/exports (millions of US dollars),G,,-61,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2005,Balance imports/exports (millions of US dollars),G,,-424,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2010,Balance imports/exports (millions of US dollars),G,,-1453,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2015,Balance imports/exports (millions of US dollars),G,,-2544,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2018,Balance imports/exports (millions of US dollars),G,,-1201,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2019,Balance imports/exports (millions of US dollars),G,,-708,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
762,Tajikistan,2020,Balance imports/exports (millions of US dollars),G,,-61,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,1995,Imports CIF (millions of US dollars),S,,70781,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2005,Imports CIF (millions of US dollars),S,,118164,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2010,Imports CIF (millions of US dollars),S,,182393,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2015,Imports CIF (millions of US dollars),S,,202642,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2018,Imports CIF (millions of US dollars),S,,249174,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2019,Imports CIF (millions of US dollars),S,,216805,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2020,Imports CIF (millions of US dollars),S,,188668,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,1995,Exports FOB (millions of US dollars),S,,56439,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2005,Exports FOB (millions of US dollars),S,,110110,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2010,Exports FOB (millions of US dollars),S,,195312,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2015,Exports FOB (millions of US dollars),S,,214309,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2018,Exports FOB (millions of US dollars),S,,252485,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2019,Exports FOB (millions of US dollars),S,,233674,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2020,Exports FOB (millions of US dollars),S,,219084,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,1995,Balance imports/exports (millions of US dollars),S,,-14341,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2005,Balance imports/exports (millions of US dollars),S,,-8054,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2010,Balance imports/exports (millions of US dollars),S,,12918,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2015,Balance imports/exports (millions of US dollars),S,,11667,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2018,Balance imports/exports (millions of US dollars),S,,3312,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2019,Balance imports/exports (millions of US dollars),S,,16870,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
764,Thailand,2020,Balance imports/exports (millions of US dollars),S,,30416,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,1995,Imports CIF (millions of US dollars),S,,112,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2005,Imports CIF (millions of US dollars),S,,102,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2010,Imports CIF (millions of US dollars),S,,246,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2015,Imports CIF (millions of US dollars),S,,578,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2018,Imports CIF (millions of US dollars),S,,552,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2019,Imports CIF (millions of US dollars),S,,536,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2020,Imports CIF (millions of US dollars),S,,487,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,1995,Exports FOB (millions of US dollars),S,,34,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2005,Exports FOB (millions of US dollars),S,,43,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2010,Exports FOB (millions of US dollars),S,,42,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2015,Exports FOB (millions of US dollars),S,,45,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2018,Exports FOB (millions of US dollars),S,,45,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2019,Exports FOB (millions of US dollars),S,,154,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2020,Exports FOB (millions of US dollars),S,,254,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,1995,Balance imports/exports (millions of US dollars),S,,-78,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2005,Balance imports/exports (millions of US dollars),S,,-58,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2010,Balance imports/exports (millions of US dollars),S,,-205,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2015,Balance imports/exports (millions of US dollars),S,,-533,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2018,Balance imports/exports (millions of US dollars),S,,-507,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2019,Balance imports/exports (millions of US dollars),S,,-382,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
626,Timor-Leste,2020,Balance imports/exports (millions of US dollars),S,,-234,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,1995,Imports CIF (millions of US dollars),S,,556,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2005,Imports CIF (millions of US dollars),S,,593,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2010,Imports CIF (millions of US dollars),S,,1350,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2015,Imports CIF (millions of US dollars),S,,1877,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2018,Imports CIF (millions of US dollars),S,,1907,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2019,Imports CIF (millions of US dollars),S,,1844,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2020,Imports CIF (millions of US dollars),S,,2488,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,1995,Exports FOB (millions of US dollars),S,,383,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2005,Exports FOB (millions of US dollars),S,,360,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2010,Exports FOB (millions of US dollars),S,,741,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2015,Exports FOB (millions of US dollars),S,,792,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2018,Exports FOB (millions of US dollars),S,,1024,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2019,Exports FOB (millions of US dollars),S,,917,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2020,Exports FOB (millions of US dollars),S,,992,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,1995,Balance imports/exports (millions of US dollars),S,,-174,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2005,Balance imports/exports (millions of US dollars),S,,-233,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2010,Balance imports/exports (millions of US dollars),S,,-609,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2015,Balance imports/exports (millions of US dollars),S,,-1085,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2018,Balance imports/exports (millions of US dollars),S,,-883,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2019,Balance imports/exports (millions of US dollars),S,,-927,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
768,Togo,2020,Balance imports/exports (millions of US dollars),S,,-1496,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,1995,Imports CIF (millions of US dollars),G,,1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2005,Imports CIF (millions of US dollars),G,,1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2010,Imports CIF (millions of US dollars),G,,1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2015,Imports CIF (millions of US dollars),G,,1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2018,Imports CIF (millions of US dollars),G,,1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2019,Imports CIF (millions of US dollars),G,,1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2020,Imports CIF (millions of US dollars),G,,1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,1995,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2005,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2010,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2015,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2018,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2019,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2020,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,1995,Balance imports/exports (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2005,Balance imports/exports (millions of US dollars),G,,-1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2010,Balance imports/exports (millions of US dollars),G,,-1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2015,Balance imports/exports (millions of US dollars),G,,-1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2018,Balance imports/exports (millions of US dollars),G,,-1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2019,Balance imports/exports (millions of US dollars),G,,-1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
772,Tokelau,2020,Balance imports/exports (millions of US dollars),G,,-1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,1995,Imports CIF (millions of US dollars),G,,77,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2005,Imports CIF (millions of US dollars),G,,120,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2010,Imports CIF (millions of US dollars),G,,159,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2015,Imports CIF (millions of US dollars),G,,208,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2018,Imports CIF (millions of US dollars),G,,277,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2019,Imports CIF (millions of US dollars),G,,311,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2020,Imports CIF (millions of US dollars),G,,350,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,1995,Exports FOB (millions of US dollars),G,,15,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2005,Exports FOB (millions of US dollars),G,,10,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2010,Exports FOB (millions of US dollars),G,,8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2015,Exports FOB (millions of US dollars),G,,15,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2018,Exports FOB (millions of US dollars),G,,17,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2019,Exports FOB (millions of US dollars),G,,15,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2020,Exports FOB (millions of US dollars),G,,14,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,1995,Balance imports/exports (millions of US dollars),G,,-63,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2005,Balance imports/exports (millions of US dollars),G,,-110,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2010,Balance imports/exports (millions of US dollars),G,,-151,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2015,Balance imports/exports (millions of US dollars),G,,-193,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2018,Balance imports/exports (millions of US dollars),G,,-260,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2019,Balance imports/exports (millions of US dollars),G,,-296,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
776,Tonga,2020,Balance imports/exports (millions of US dollars),G,,-336,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,1995,Imports CIF (millions of US dollars),S,,1386,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2005,Imports CIF (millions of US dollars),S,,5694,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2010,Imports CIF (millions of US dollars),S,,6480,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2015,Imports CIF (millions of US dollars),S,,9298,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
780,Trinidad and Tobago,2018,Imports CIF (millions of US dollars),S,,3540,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
