"Country or Area","Year","Unit","Value","Value Footnotes"
"Lithuania","2007","Thousand metric tons","12.1751",""
"Lithuania","2006","Mil. USD","40.1493337208985",""
"Lithuania","2006","Thousand metric tons","13.2712",""
"Lithuania","2005","Mil. USD","39.7977667829237",""
"Lithuania","2005","Thousand metric tons","16.5492",""
"Lithuania","2004","Mil. USD","33.7338276326081",""
"Lithuania","2004","Thousand metric tons","15.1258",""
"Lithuania","2003","Mil. USD","14.9630823514037",""
"Lithuania","2003","Thousand metric tons","11.1402",""
"Lithuania","2002","Mil. USD","24.6671274944191",""
"Lithuania","2002","Thousand metric tons","15.7936",""
"Lithuania","2001","Mil. USD","27.3",""
"Lithuania","2001","Thousand metric tons","20.3754",""
"Lithuania","2000","Mil. USD","21.075",""
"Lithuania","2000","Thousand metric tons","17.3434",""
"Lithuania","1999","Mil. USD","14",""
"Lithuania","1999","Thousand metric tons","9.8724",""
"Lithuania","1998","Mil. USD","2.975",""
"Lithuania","1998","Thousand metric tons","3.8931",""
"Lithuania","1997","Mil. USD","1.9",""
"Lithuania","1997","Thousand metric tons","4.3651",""
"Lithuania","1996","Thousand metric tons","5.167",""
"Lithuania","1995","Thousand metric tons","3.446",""
"Luxembourg","2016","Mil. USD","0","7"
"Luxembourg","2016","Thousand metric tons","0","7"
"Madagascar","2006","Thousand metric tons","0.152004214765",""
"Madagascar","2005","Thousand metric tons","0.141729006769",""
"Madagascar","2003","Thousand metric tons","0.107","2"
"Madagascar","2002","Thousand metric tons","0.412",""
"Madagascar","2001","Thousand metric tons","0.395","2"
"Madagascar","2000","Thousand metric tons","0.297","2"
"Madagascar","1999","Thousand metric tons","0.163","2"
"Madagascar","1998","Thousand metric tons","0.177","2"
"Madagascar","1997","Thousand metric tons","0.494","2"
"Madagascar","1996","Thousand metric tons","0.499","2"
"Madagascar","1995","Thousand metric tons","0.447","2"
"Malawi","1997","Thousand metric tons","0","2"
"Malawi","1996","Thousand metric tons","0","2"
"Malawi","1995","Thousand metric tons","0","2"
"Malaysia","2003","Thousand metric tons","0.95","2"
"Malaysia","2002","Thousand metric tons","0.95","2"
"Malaysia","2001","Thousand metric tons","0.95","2"
"Malaysia","2000","Thousand metric tons","0.95","2"
"Malaysia","1999","Thousand metric tons","0.946","2"
"Malaysia","1998","Thousand metric tons","0.999","2"
"Malaysia","1997","Thousand metric tons","1.221","2"
"Malaysia","1996","Thousand metric tons","1.25","2"
"Malaysia","1995","Thousand metric tons","1.068","2"
"Maldives","2016","Mil. USD","47.9057010342141",""
"Maldives","2016","Thousand metric tons","28.83511",""
"Maldives","2015","Mil. USD","39.9926198981151",""
"Maldives","2015","Thousand metric tons","25.90283964",""
"Maldives","2014","Mil. USD","51.2064513749841",""
"Maldives","2014","Thousand metric tons","33.0665595",""
"Maldives","2013","Mil. USD","73.6257610374132",""
"Maldives","2013","Thousand metric tons","36.12180797",""
"Maldives","2012","Mil. USD","54.0012335775658",""
"Maldives","2012","Thousand metric tons","24.22404057",""
"Maldives","2011","Mil. USD","38.6783820718334",""
"Maldives","2011","Thousand metric tons","23.44195914",""
"Maldives","2010","Mil. USD","26.13811796875",""
"Maldives","2010","Thousand metric tons","22.40843",""
"Maldives","2009","Mil. USD","25.5631640625",""
"Maldives","2009","Thousand metric tons","26.2858",""
"Maldives","2008","Mil. USD","68.39584140625",""
"Maldives","2008","Thousand metric tons","49.35176",""
"Maldives","2007","Mil. USD","49.10513671875",""
"Maldives","2007","Thousand metric tons","46.34231",""
"Maldives","2006","Mil. USD","66.9528234375",""
"Maldives","2006","Thousand metric tons","86.10321",""
"Maldives","2005","Mil. USD","41.22596328125",""
"Maldives","2005","Thousand metric tons","55.4306",""
"Maldives","2004","Mil. USD","35.1323921875",""
"Maldives","2004","Thousand metric tons","51.4842",""
"Maldives","2003","Mil. USD","27.1491515625",""
"Maldives","2003","Thousand metric tons","47.609",""
"Maldives","2002","Mil. USD","17.3471640625",""
"Maldives","2002","Thousand metric tons","28.1473",""
"Maldives","2001","Mil. USD","7.25822538375142",""
"Maldives","2001","Thousand metric tons","13.293",""
"Maldives","2000","Thousand metric tons","14.526","2"
"Maldives","1999","Thousand metric tons","9.498",""
"Maldives","1998","Thousand metric tons","3.62",""
"Maldives","1997","Thousand metric tons","6.871",""
"Maldives","1996","Thousand metric tons","4.587",""
"Maldives","1995","Thousand metric tons","3.022",""
"Malta","2016","Mil. USD","0","7"
"Malta","2016","Thousand metric tons","0","7"
"Mauritania","2003","Thousand metric tons","23.43","1,2"
"Mauritania","2002","Thousand metric tons","20.178","1,2"
"Mauritania","2001","Thousand metric tons","26.227","1,2"
"Mauritania","2000","Thousand metric tons","24.358","1,2"
"Mauritania","1999","Thousand metric tons","22.282","1,2"
"Mauritania","1998","Thousand metric tons","13.431","1,2"
"Mauritania","1997","Thousand metric tons","14.122","1,2"
"Mauritania","1996","Thousand metric tons","13.83","2"
"Mauritania","1995","Thousand metric tons","10.937","2"
"Mauritius","2016","Thousand metric tons","12.922",""
"Mauritius","2015","Thousand metric tons","10.836",""
"Mauritius","2014","Thousand metric tons","11.783",""
"Mauritius","2013","Thousand metric tons","2.035",""
"Mauritius","2012","Thousand metric tons","1.723",""
"Mauritius","2011","Thousand metric tons","1.956",""
"Mauritius","2010","Thousand metric tons","2.483",""
"Mauritius","2009","Thousand metric tons","3.558",""
"Mauritius","2008","Thousand metric tons","3.032",""
"Mauritius","2007","Thousand metric tons","3.806",""
"Mauritius","2006","Thousand metric tons","5.436",""
"Mauritius","2005","Thousand metric tons","6.017",""
"Mauritius","2004","Thousand metric tons","6.146",""
"Mauritius","2003","Thousand metric tons","6.262",""
"Mauritius","2002","Thousand metric tons","5.98",""
"Mauritius","2001","Thousand metric tons","5.669",""
"Mauritius","2000","Thousand metric tons","4.098",""
"Mauritius","1999","Thousand metric tons","3.922",""
"Mauritius","1998","Thousand metric tons","3.63",""
"Mauritius","1997","Thousand metric tons","4.41",""
"Mauritius","1996","Thousand metric tons","4.424",""
"Mauritius","1995","Thousand metric tons","5.291",""
"Mexico","2016","Mil. USD","20.0117248561985",""
"Mexico","2016","Thousand metric tons","6.201",""
"Mexico","2015","Mil. USD","18.7528394232907",""
"Mexico","2015","Thousand metric tons","5.387",""
"Mexico","2014","Mil. USD","22.7196641702621",""
"Mexico","2014","Thousand metric tons","6.891",""
"Mexico","2013","Mil. USD","15.3852276980071",""
"Mexico","2013","Thousand metric tons","4.195",""
"Mexico","2012","Mil. USD","19.4313230229924",""
"Mexico","2012","Thousand metric tons","6.11",""
"Mexico","2011","Mil. USD","13.4505058494795",""
"Mexico","2011","Thousand metric tons","5.15",""
"Mexico","2010","Mil. USD","6.72680784609593",""
"Mexico","2010","Thousand metric tons","2.835",""
"Mexico","2009","Mil. USD","5.98661706185863",""
"Mexico","2009","Thousand metric tons","2.755",""
"Mexico","2008","Mil. USD","8.40991759299051",""
"Mexico","2008","Thousand metric tons","2.78",""
"Mexico","2007","Mil. USD","8.29963481301799",""
"Mexico","2007","Thousand metric tons","2.731",""
"Mexico","2006","Mil. USD","4.44985086882955",""
"Mexico","2006","Thousand metric tons","1.742",""
"Mexico","2005","Mil. USD","5.17531296191081",""
"Mexico","2005","Thousand metric tons","2.055",""
"Mexico","2004","Mil. USD","5.84797048842366",""
"Mexico","2004","Thousand metric tons","2.525",""
"Mexico","2003","Mil. USD","6.17294296832511",""
"Mexico","2003","Thousand metric tons","2.511",""
"Mexico","2002","Mil. USD","7.35297290533048",""
"Mexico","2002","Thousand metric tons","3.123",""
"Mexico","2001","Mil. USD","8.92709804197913",""
"Mexico","2001","Thousand metric tons","2.851",""
"Mexico","2000","Mil. USD","10.1104553142023",""
"Mexico","2000","Thousand metric tons","3.881",""
"Mexico","1999","Mil. USD","9.8845262448554",""
"Mexico","1999","Thousand metric tons","4.107",""
"Mexico","1998","Mil. USD","12.5875081514377",""
"Mexico","1998","Thousand metric tons","5.169",""
"Mexico","1997","Mil. USD","17.6423193398716",""
"Mexico","1997","Thousand metric tons","6.996",""
"Mexico","1996","Mil. USD","10.8034156557919",""
"Mexico","1996","Thousand metric tons","6.271",""
"Mexico","1995","Mil. USD","12.5712193849138",""
"Mexico","1995","Thousand metric tons","7.365",""
"Mongolia","2003","Thousand metric tons","0.085","1,2"
"Mongolia","2002","Thousand metric tons","0.085","1,2"
"Mongolia","2001","Thousand metric tons","0.08","1,2"
"Mongolia","2000","Thousand metric tons","0.3","1,2"
"Mongolia","1999","Thousand metric tons","0.35","1,2"
"Mongolia","1998","Thousand metric tons","0.25","1,2"
"Mongolia","1997","Thousand metric tons","0.15","1,2"
"Mongolia","1996","Thousand metric tons","0.205","2"
"Mongolia","1995","Thousand metric tons","0.158","2"
"Montenegro","2016","Mil. USD","0","7"
"Montenegro","2016","Thousand metric tons","0","7"
"Montserrat","2016","Thousand metric tons","0.031083536364","10"
"Montserrat","2015","Thousand metric tons","0.031254545455","10"
"Montserrat","2014","Thousand metric tons","0.037194090909","10"
"Montserrat","2013","Thousand metric tons","0.036690454545","10"
"Montserrat","2012","Thousand metric tons","0.037026818182","10"
"Montserrat","2011","Thousand metric tons","0.033000909091","10"
"Montserrat","2010","Thousand metric tons","0.024164090909","10"
"Montserrat","2009","Thousand metric tons","0.036766363636","10"
"Montserrat","2008","Thousand metric tons","0.030629545455","10"
"Montserrat","2007","Thousand metric tons","0.035145","10"
"Montserrat","2006","Thousand metric tons","0.049667727273","10"
"Montserrat","2005","Thousand metric tons","0.050409090909","10"
"Montserrat","2004","Thousand metric tons","0.031420454545","10"
"Montserrat","2003","Thousand metric tons","0.0345","10"
"Montserrat","2002","Thousand metric tons","0.032187727273","10"
"Montserrat","2001","Thousand metric tons","0.032031363636","10"
"Montserrat","2000","Thousand metric tons","0.03264","10"
"Montserrat","1999","Thousand metric tons","0.034595454545","10"
"Montserrat","1998","Thousand metric tons","0","10"
"Montserrat","1997","Thousand metric tons","0","10"
"Montserrat","1996","Thousand metric tons","0","10"
"Morocco","2009","Thousand metric tons","55.039",""
"Morocco","2008","Thousand metric tons","59.771",""
"Morocco","2007","Thousand metric tons","33.741",""
"Morocco","2006","Thousand metric tons","41.271",""
"Morocco","2005","Thousand metric tons","47.581",""
"Morocco","2004","Thousand metric tons","28.562",""
"Morocco","2003","Thousand metric tons","31.352",""
"Morocco","2002","Thousand metric tons","67.411",""
"Morocco","2001","Thousand metric tons","53.775",""
"Morocco","2000","Thousand metric tons","56.301",""
"Morocco","1999","Thousand metric tons","37.048",""
"Morocco","1998","Thousand metric tons","22.025",""
"Morocco","1997","Thousand metric tons","14.387",""
"Morocco","1996","Thousand metric tons","3.263",""
"Morocco","1995","Thousand metric tons","2.192",""
"Mozambique","2002","Thousand metric tons","0.301","2"
"Myanmar","1997","Thousand metric tons","4.929","2"
"Myanmar","1996","Thousand metric tons","4.523","2"
"Myanmar","1995","Thousand metric tons","4.912","2"
"Namibia","2003","Thousand metric tons","60.9","1,2"
"Namibia","2002","Thousand metric tons","92.47","2"
"Namibia","2001","Thousand metric tons","101.199","1,2"
"Namibia","2000","Thousand metric tons","131.936","2"
"Namibia","1999","Thousand metric tons","99.855","2"
"Namibia","1998","Thousand metric tons","116.69","2"
"Namibia","1997","Thousand metric tons","109.917","2"
"Namibia","1996","Thousand metric tons","77.251","2"
"Namibia","1995","Thousand metric tons","60.74","2"
"Netherlands","2016","Mil. USD","262.821645576586",""
"Netherlands","2016","Thousand metric tons","54.414",""
"Netherlands","2015","Mil. USD","229.355009727059",""
"Netherlands","2015","Thousand metric tons","63.793",""
"Netherlands","2014","Mil. USD","272.245763542478",""
"Netherlands","2014","Thousand metric tons","52.619",""
"Netherlands","2013","Mil. USD","201.816566315194",""
"Netherlands","2013","Thousand metric tons","39.663",""
"Netherlands","2012","Mil. USD","170.886665849773",""
"Netherlands","2012","Thousand metric tons","34.282",""
"Netherlands","2011","Mil. USD","161.255518661459",""
"Netherlands","2011","Thousand metric tons","27.006",""
"Netherlands","2007","Thousand metric tons","36.065",""
"Netherlands","2006","Thousand metric tons","35.42",""
"Netherlands","2005","Thousand metric tons","37.008",""
"Netherlands","2004","Thousand metric tons","35.166",""
"Netherlands","2003","Thousand metric tons","36.779",""
"Netherlands","2002","Thousand metric tons","51.748",""
"Netherlands","2001","Thousand metric tons","46.961",""
"Netherlands","2000","Thousand metric tons","50.782",""
"Netherlands","1999","Thousand metric tons","50.416",""
"Netherlands","1998","Thousand metric tons","50",""
"Netherlands","1997","Thousand metric tons","54",""
"Netherlands","1996","Thousand metric tons","51",""
"Netherlands","1995","Thousand metric tons","56.1",""
"New Caledonia","1997","Thousand metric tons","0.2","2"
"New Caledonia","1996","Thousand metric tons","0.92","2"
"New Caledonia","1995","Thousand metric tons","1.09","2"
"New Zealand","2003","Thousand metric tons","177.361","2"
"New Zealand","2002","Thousand metric tons","192.58","2"
"New Zealand","2001","Thousand metric tons","178.558","2"
"New Zealand","2000","Thousand metric tons","224.761","2"
"New Zealand","1999","Thousand metric tons","209.895","2"
"New Zealand","1998","Thousand metric tons","203.626","2"
"New Zealand","1997","Thousand metric tons","192.921","2"
"New Zealand","1996","Thousand metric tons","187.043","2"
"New Zealand","1995","Thousand metric tons","176.951","2"
"Nicaragua","2003","Thousand metric tons","5.017","1"
"Nicaragua","2002","Thousand metric tons","5.367","1"
"Nicaragua","2001","Thousand metric tons","4.866",""
"Nicaragua","2000","Thousand metric tons","4.278",""
"Nicaragua","1999","Thousand metric tons","3.802",""
"Nicaragua","1998","Thousand metric tons","4.284",""
"Nicaragua","1997","Thousand metric tons","4.078",""
"Nicaragua","1996","Thousand metric tons","2.56","2"
"Nicaragua","1995","Thousand metric tons","3","1,2"
"Niger","1995","Thousand metric tons","0.021","2"
"Norway","2006","Mil. USD","1191.42411642412",""
"Norway","2006","Thousand metric tons","918.209",""
"Norway","2005","Mil. USD","1282.26620100893",""
"Norway","2005","Thousand metric tons","1021.423",""
"Norway","2004","Mil. USD","1096.34842378539",""
"Norway","2004","Thousand metric tons","960.275",""
"Norway","2003","Mil. USD","1058.82621294546",""
"Norway","2003","Thousand metric tons","962.075","2"
"Norway","2002","Mil. USD","1077.39983528685",""
"Norway","2002","Thousand metric tons","1216.855",""
"Norway","2001","Thousand metric tons","1096.871","2"
"Norway","2000","Thousand metric tons","1124.744","2"
"Norway","1999","Thousand metric tons","993.933",""
"Norway","1998","Thousand metric tons","836.085","2"
"Norway","1997","Thousand metric tons","837.653",""
"Norway","1996","Thousand metric tons","984.711","2"
"Norway","1995","Thousand metric tons","856.968","2"
"Oman","2003","Thousand metric tons","28.051","1,2"
"Oman","2002","Thousand metric tons","23.946","1,2"
"Oman","2001","Thousand metric tons","21.938","1,2"
"Oman","2000","Thousand metric tons","27.107","1,2"
"Oman","1999","Thousand metric tons","25.123","1,2"
"Oman","1998","Thousand metric tons","37.922","1,2"
"Oman","1997","Thousand metric tons","52.913","1,2"
"Oman","1996","Thousand metric tons","54.842","1,2"
"Oman","1995","Thousand metric tons","57.673","1,2"
"Pakistan","2003","Thousand metric tons","33.893","2"
"Pakistan","2002","Thousand metric tons","33.204","2"
"Pakistan","2001","Thousand metric tons","31.295","2"
"Pakistan","2000","Thousand metric tons","29.608","2"
"Pakistan","1999","Thousand metric tons","29.504","2"
"Pakistan","1998","Thousand metric tons","25.461","2"
"Pakistan","1997","Thousand metric tons","30.104","2"
"Pakistan","1996","Thousand metric tons","29.237","2"
"Pakistan","1995","Thousand metric tons","18.063","2"
"Palau","1997","Thousand metric tons","0.018","2"
"Palau","1996","Thousand metric tons","0","2"
"Palau","1995","Thousand metric tons","0","2"
"Panama","2003","Thousand metric tons","36.097","1,2"
"Panama","2002","Thousand metric tons","22.668","2"
"Panama","2001","Thousand metric tons","22.598","2"
"Panama","2000","Thousand metric tons","11.38","2"
"Panama","1999","Thousand metric tons","18.078","2"
"Panama","1998","Thousand metric tons","19.849","2"
"Panama","1997","Thousand metric tons","13.276","2"
"Panama","1996","Thousand metric tons","7.205","2"
"Panama","1995","Thousand metric tons","7.72","1,2"
"Papua New Guinea","1997","Thousand metric tons","0.093","2"
"Papua New Guinea","1995","Thousand metric tons","0.784","2"
"Peru","2016","Thousand metric tons","275.2",""
"Peru","2015","Thousand metric tons","335.7",""
"Peru","2014","Thousand metric tons","393",""
"Peru","2013","Thousand metric tons","344.5",""
"Peru","2012","Thousand metric tons","383.8",""
"Peru","2011","Thousand metric tons","379.2",""
"Peru","2010","Thousand metric tons","223.6",""
"Peru","2009","Thousand metric tons","255.6",""
"Peru","2008","Thousand metric tons","313.3",""
"Peru","2007","Thousand metric tons","269.9",""
"Peru","2006","Thousand metric tons","228.4",""
"Peru","2005","Thousand metric tons","145.6",""
"Peru","2004","Thousand metric tons","144.1",""
"Peru","2003","Thousand metric tons","99.8",""
"Peru","2002","Thousand metric tons","85.69",""
"Peru","2001","Thousand metric tons","83.313",""
"Peru","2000","Thousand metric tons","62.96",""
"Peru","1999","Thousand metric tons","48.429","1"
"Peru","1998","Thousand metric tons","49.061",""
"Peru","1997","Thousand metric tons","80.601",""
"Peru","1996","Thousand metric tons","84.134",""
"Peru","1995","Thousand metric tons","128.612",""
"Philippines","2003","Thousand metric tons","47.771","2"
"Philippines","2002","Thousand metric tons","37.616","2"
"Philippines","2001","Thousand metric tons","39.572","2"
"Philippines","2000","Thousand metric tons","62.389","2"
"Philippines","1999","Thousand metric tons","52.296","2"
"Philippines","1998","Thousand metric tons","59.073","2"
"Philippines","1997","Thousand metric tons","40.03","2"
"Philippines","1996","Thousand metric tons","26.524","2"
"Philippines","1995","Thousand metric tons","37.121","2"
"Poland","2016","Mil. USD","227.707161204032",""
"Poland","2016","Thousand metric tons","62.617","7"
"Poland","2015","Mil. USD","227.83286908078",""
"Poland","2015","Thousand metric tons","70.896",""
"Poland","2014","Mil. USD","248.49885744115",""
"Poland","2014","Thousand metric tons","71.876",""
"Poland","2013","Mil. USD","253.431556051463",""
"Poland","2013","Thousand metric tons","103.708",""
"Poland","2012","Mil. USD","226.528649529253",""
"Poland","2012","Thousand metric tons","69.022",""
"Poland","2010","Mil. USD","189.566543959142",""
"Poland","2010","Thousand metric tons","40.247",""
"Poland","2009","Mil. USD","168.229540859523",""
"Poland","2009","Thousand metric tons","42.165",""
"Poland","2008","Mil. USD","160.365315759431",""
"Poland","2008","Thousand metric tons","39.296",""
"Poland","2007","Mil. USD","162.972597048357",""
"Poland","2007","Thousand metric tons","39.206",""
