Region/Country/Area,,Year,Series,Value,Footnotes,Source,,,
48,Bahrain,2005,Consumer price index: General,87.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
48,Bahrain,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
48,Bahrain,2015,Consumer price index: General,110.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
48,Bahrain,2018,Consumer price index: General,117.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
48,Bahrain,2019,Consumer price index: General,118.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
48,Bahrain,2020,Consumer price index: General,116.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
48,Bahrain,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
48,Bahrain,2015,Consumer price index: Food,114.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
48,Bahrain,2018,Consumer price index: Food,119.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
48,Bahrain,2019,Consumer price index: Food,122.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
48,Bahrain,2020,Consumer price index: Food,126.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
50,Bangladesh,2000,Consumer price index: General,53.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
50,Bangladesh,2005,Consumer price index: General,69.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
50,Bangladesh,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
50,Bangladesh,2015,Consumer price index: General,144.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
50,Bangladesh,2018,Consumer price index: General,170.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
50,Bangladesh,2019,Consumer price index: General,179.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
50,Bangladesh,2020,Consumer price index: General,189.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
50,Bangladesh,2015,Consumer price index: Food,230.3,Base: July 2005-June 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
50,Bangladesh,2018,Consumer price index: Food,273.9,Base: July 2005-June 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
50,Bangladesh,2019,Consumer price index: Food,289.2,Base: July 2005-June 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
50,Bangladesh,2020,Consumer price index: Food,305.9,Base: July 2005-June 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
52,Barbados,2010,Consumer price index: General,100,Data refer to the Retail Price Index.,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
52,Barbados,2015,Consumer price index: General,167.6,Data refer to the Retail Price Index.,Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
52,Barbados,2018,Consumer price index: General,184.1,Data refer to the Retail Price Index.,Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
52,Barbados,2019,Consumer price index: General,191.7,Data refer to the Retail Price Index.,Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
52,Barbados,2020,Consumer price index: General,181,Data refer to the Retail Price Index.,Index base: July 2001=100.,Average for 11 months excluding data for April.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",
52,Barbados,2015,Consumer price index: Food,200.7,Data refer to the Retail Price Index.,Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
52,Barbados,2018,Consumer price index: Food,234.6,Data refer to the Retail Price Index.,Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
52,Barbados,2019,Consumer price index: Food,248.6,Data refer to the Retail Price Index.,Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
52,Barbados,2020,Consumer price index: Food,245.8,Data refer to the Retail Price Index.,Index base: July 2001=100.,Average for 11 months excluding data for April.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",
112,Belarus,2000,Consumer price index: General,16,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
112,Belarus,2005,Consumer price index: General,61.7,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
112,Belarus,2010,Consumer price index: General,100,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
112,Belarus,2015,Consumer price index: General,387,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
112,Belarus,2018,Consumer price index: General,480.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
112,Belarus,2019,Consumer price index: General,508.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
112,Belarus,2020,Consumer price index: General,536.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
112,Belarus,2010,Consumer price index: Food,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
112,Belarus,2015,Consumer price index: Food,389.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
112,Belarus,2018,Consumer price index: Food,471,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
112,Belarus,2019,Consumer price index: Food,501.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
112,Belarus,2020,Consumer price index: Food,523.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
56,Belgium,2000,Consumer price index: General,81.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
56,Belgium,2005,Consumer price index: General,90.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
56,Belgium,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
56,Belgium,2015,Consumer price index: General,108.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
56,Belgium,2018,Consumer price index: General,115.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
56,Belgium,2019,Consumer price index: General,117.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
56,Belgium,2020,Consumer price index: General,118,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
56,Belgium,2000,Consumer price index: Food,76.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
56,Belgium,2005,Consumer price index: Food,86.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
56,Belgium,2010,Consumer price index: Food,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
56,Belgium,2015,Consumer price index: Food,110.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
56,Belgium,2018,Consumer price index: Food,116.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
