Region/Country/Area,,Year,Series,Value,Footnotes,Source,,,
854,Burkina Faso,2015,Consumer price index: General,107.8,Ouagadougou,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
854,Burkina Faso,2018,Consumer price index: General,112,Ouagadougou,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
854,Burkina Faso,2019,Consumer price index: General,108.4,Ouagadougou,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
854,Burkina Faso,2020,Consumer price index: General,110.4,Ouagadougou,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
108,Burundi,2000,Consumer price index: General,41.9,Bujumbura,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
108,Burundi,2005,Consumer price index: General,61.3,Bujumbura,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
108,Burundi,2010,Consumer price index: General,100,Bujumbura,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
108,Burundi,2015,Consumer price index: General,154,Bujumbura,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
108,Burundi,2018,Consumer price index: General,183.4,Bujumbura,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
108,Burundi,2019,Consumer price index: General,182.1,Bujumbura,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
108,Burundi,2020,Consumer price index: General,195.4,Bujumbura,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
108,Burundi,2000,Consumer price index: Food,40.8,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
108,Burundi,2005,Consumer price index: Food,57.7,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
108,Burundi,2010,Consumer price index: Food,100,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
108,Burundi,2015,Consumer price index: Food,147.1,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
132,Cabo Verde,2000,Consumer price index: General,78.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
132,Cabo Verde,2005,Consumer price index: General,82.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
132,Cabo Verde,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
132,Cabo Verde,2015,Consumer price index: General,108.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
132,Cabo Verde,2018,Consumer price index: General,109.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
132,Cabo Verde,2019,Consumer price index: General,110.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
132,Cabo Verde,2020,Consumer price index: General,111.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
132,Cabo Verde,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
132,Cabo Verde,2015,Consumer price index: Food,109,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
132,Cabo Verde,2018,Consumer price index: Food,108.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
132,Cabo Verde,2019,Consumer price index: Food,110.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
132,Cabo Verde,2020,Consumer price index: Food,111.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
116,Cambodia,2000,Consumer price index: General,59,Phnom Penh,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
116,Cambodia,2005,Consumer price index: General,67.8,Phnom Penh,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
116,Cambodia,2010,Consumer price index: General,100,Phnom Penh,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
116,Cambodia,2015,Consumer price index: General,117.5,Phnom Penh,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
116,Cambodia,2018,Consumer price index: General,127.6,Phnom Penh,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
120,Cameroon,2000,Consumer price index: General,77.6,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
120,Cameroon,2005,Consumer price index: General,85.7,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
120,Cameroon,2010,Consumer price index: General,100,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
120,Cameroon,2015,Consumer price index: General,112.9,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
120,Cameroon,2018,Consumer price index: General,115.8,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
120,Cameroon,2019,Consumer price index: General,118.6,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
120,Cameroon,2020,Consumer price index: General,121.5,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
120,Cameroon,2015,Consumer price index: Food,109.8,Estimate.,Base: 2011=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
124,Canada,2000,Consumer price index: General,81.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
124,Canada,2005,Consumer price index: General,91.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
124,Canada,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
124,Canada,2015,Consumer price index: General,108.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
124,Canada,2018,Consumer price index: General,114.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
124,Canada,2019,Consumer price index: General,116.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
124,Canada,2020,Consumer price index: General,117.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
124,Canada,2000,Consumer price index: Food,75.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
124,Canada,2005,Consumer price index: Food,86.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
124,Canada,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
124,Canada,2015,Consumer price index: Food,114.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
124,Canada,2018,Consumer price index: Food,118.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
124,Canada,2019,Consumer price index: Food,122.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
124,Canada,2020,Consumer price index: Food,124.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
136,Cayman Islands,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
136,Cayman Islands,2015,Consumer price index: General,103.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
136,Cayman Islands,2018,Consumer price index: General,108.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
136,Cayman Islands,2019,Consumer price index: General,114.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
136,Cayman Islands,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
136,Cayman Islands,2015,Consumer price index: Food,115.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
136,Cayman Islands,2018,Consumer price index: Food,122.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
136,Cayman Islands,2019,Consumer price index: Food,124.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
140,Central African Republic,2000,Consumer price index: General,72.5,Estimate.,Bangui,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
140,Central African Republic,2005,Consumer price index: General,80.9,Estimate.,Bangui,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
140,Central African Republic,2010,Consumer price index: General,100,Estimate.,Bangui,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
140,Central African Republic,2015,Consumer price index: General,133.1,Estimate.,Bangui,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
140,Central African Republic,2018,Consumer price index: General,147.8,Estimate.,Bangui,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
140,Central African Republic,2019,Consumer price index: General,151.8,Estimate.,Bangui,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
140,Central African Republic,2020,Consumer price index: General,155.3,Estimate.,Bangui,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
148,Chad,2000,Consumer price index: General,72.2,Estimate.,N'Djamena,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
148,Chad,2005,Consumer price index: General,85.6,Estimate.,N'Djamena,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
148,Chad,2010,Consumer price index: General,100,Estimate.,N'Djamena,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
148,Chad,2015,Consumer price index: General,116.7,Estimate.,N'Djamena,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
148,Chad,2018,Consumer price index: General,118.9,Estimate.,N'Djamena,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
148,Chad,2019,Consumer price index: General,117.7,Estimate.,N'Djamena,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
148,Chad,2020,Consumer price index: General,122.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
148,Chad,2015,Consumer price index: Food,110.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
148,Chad,2018,Consumer price index: Food,100.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
148,Chad,2019,Consumer price index: Food,95.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
148,Chad,2020,Consumer price index: Food,104.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
152,Chile,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
152,Chile,2015,Consumer price index: General,118.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
152,Chile,2018,Consumer price index: General,128.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
152,Chile,2019,Consumer price index: General,131.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
152,Chile,2020,Consumer price index: General,135.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
152,Chile,2010,Consumer price index: Food,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
152,Chile,2015,Consumer price index: Food,137.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
152,Chile,2018,Consumer price index: Food,150,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
152,Chile,2019,Consumer price index: Food,153.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
152,Chile,2020,Consumer price index: Food,164.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
156,China,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
156,China,2015,Consumer price index: General,114.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
156,China,2018,Consumer price index: General,105.8,Index base: 2015=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
156,China,2019,Consumer price index: General,108.8,Index base: 2015=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
156,China,2020,Consumer price index: General,111.6,Index base: 2015=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
156,China,2010,Consumer price index: Food,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
156,China,2015,Consumer price index: Food,129.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
156,China,2018,Consumer price index: Food,104.9,Including tobacco.,Index base: 2015=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
156,China,2019,Consumer price index: Food,114.6,Including tobacco.,Index base: 2015=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
344,"China, Hong Kong SAR",2000,Consumer price index: General,95.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
344,"China, Hong Kong SAR",2005,Consumer price index: General,89.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
344,"China, Hong Kong SAR",2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
344,"China, Hong Kong SAR",2015,Consumer price index: General,123,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
344,"China, Hong Kong SAR",2018,Consumer price index: General,130.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
344,"China, Hong Kong SAR",2019,Consumer price index: General,134.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
344,"China, Hong Kong SAR",2020,Consumer price index: General,135,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
344,"China, Hong Kong SAR",2010,Consumer price index: Food,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
344,"China, Hong Kong SAR",2015,Consumer price index: Food,127.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
344,"China, Hong Kong SAR",2018,Consumer price index: Food,139.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
344,"China, Hong Kong SAR",2019,Consumer price index: Food,146.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
344,"China, Hong Kong SAR",2020,Consumer price index: Food,151.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
446,"China, Macao SAR",2000,Consumer price index: General,80.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
446,"China, Macao SAR",2005,Consumer price index: General,79.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
446,"China, Macao SAR",2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
446,"China, Macao SAR",2015,Consumer price index: General,131.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
446,"China, Macao SAR",2018,Consumer price index: General,140.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
446,"China, Macao SAR",2019,Consumer price index: General,144,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
446,"China, Macao SAR",2020,Consumer price index: General,145.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
446,"China, Macao SAR",2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
446,"China, Macao SAR",2015,Consumer price index: Food,139.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
446,"China, Macao SAR",2018,Consumer price index: Food,149.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
446,"China, Macao SAR",2019,Consumer price index: Food,155.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
446,"China, Macao SAR",2020,Consumer price index: Food,160.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
170,Colombia,2000,Consumer price index: General,58.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
170,Colombia,2005,Consumer price index: General,79.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
170,Colombia,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
170,Colombia,2015,Consumer price index: General,117.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
170,Colombia,2018,Consumer price index: General,136.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
170,Colombia,2019,Consumer price index: General,140.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
170,Colombia,2020,Consumer price index: General,144.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
170,Colombia,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
170,Colombia,2015,Consumer price index: Food,121.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
170,Colombia,2018,Consumer price index: Food,139.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
170,Colombia,2019,Consumer price index: Food,146.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
170,Colombia,2020,Consumer price index: Food,154.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
174,Comoros,2000,Consumer price index: General,69.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
174,Comoros,2005,Consumer price index: General,84.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
174,Comoros,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
174,Comoros,2010,Consumer price index: Food,100,Estimate.,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
178,Congo,2000,Consumer price index: General,75.8,Estimate.,Brazzaville,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
178,Congo,2005,Consumer price index: General,83.1,Estimate.,Brazzaville,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
178,Congo,2010,Consumer price index: General,100,Estimate.,Brazzaville,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
178,Congo,2015,Consumer price index: General,116.4,Estimate.,Brazzaville,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
178,Congo,2018,Consumer price index: General,122,Estimate.,Brazzaville,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
178,Congo,2019,Consumer price index: General,124.7,Estimate.,Brazzaville,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
178,Congo,2020,Consumer price index: General,127,Estimate.,Brazzaville,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
184,Cook Islands,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,Rarotonga,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
184,Cook Islands,2015,Consumer price index: General,108.9,Calculated by the UN Statistics Division from national indices.,Rarotonga,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
184,Cook Islands,2018,Consumer price index: General,108.2,Calculated by the UN Statistics Division from national indices.,Rarotonga,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
184,Cook Islands,2019,Consumer price index: General,108.7,Calculated by the UN Statistics Division from national indices.,Rarotonga,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
184,Cook Islands,2020,Consumer price index: General,109.7,Calculated by the UN Statistics Division from national indices.,Rarotonga,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
184,Cook Islands,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,Rarotonga,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
184,Cook Islands,2015,Consumer price index: Food,107.8,Calculated by the UN Statistics Division from national indices.,Rarotonga,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
184,Cook Islands,2018,Consumer price index: Food,110.2,Calculated by the UN Statistics Division from national indices.,Rarotonga,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
184,Cook Islands,2019,Consumer price index: Food,111.6,Calculated by the UN Statistics Division from national indices.,Rarotonga,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
184,Cook Islands,2020,Consumer price index: Food,114.6,Calculated by the UN Statistics Division from national indices.,Rarotonga,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
