Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source,,
703,Slovakia,2005,Tourist/visitor arrivals (thousands),TF,,1515,The number of inbound arrivals is based on a combination of accommodation statistics and border survey statistics (as calculated within Tourism Satellite Account).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
703,Slovakia,2010,Tourist/visitor arrivals (thousands),TF,,1327,The number of inbound arrivals is based on a combination of accommodation statistics and border survey statistics (as calculated within Tourism Satellite Account).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
703,Slovakia,2017,Tourist/visitor arrivals (thousands),TF,,5546,The number of inbound arrivals is based on a combination of accommodation statistics and border survey statistics (as calculated within Tourism Satellite Account).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
703,Slovakia,1995,Tourism expenditure (millions of US dollars),,,630,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
703,Slovakia,2005,Tourism expenditure (millions of US dollars),,,1282,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
703,Slovakia,2010,Tourism expenditure (millions of US dollars),,,2334,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
703,Slovakia,2017,Tourism expenditure (millions of US dollars),,,3024,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
703,Slovakia,2018,Tourism expenditure (millions of US dollars),,,3318,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
703,Slovakia,2019,Tourism expenditure (millions of US dollars),,,3353,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
705,Slovenia,1995,Tourist/visitor arrivals (thousands),TCE,,732,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
705,Slovenia,2005,Tourist/visitor arrivals (thousands),TCE,,1555,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
705,Slovenia,2010,Tourist/visitor arrivals (thousands),TCE,,2049,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
705,Slovenia,2017,Tourist/visitor arrivals (thousands),TCE,,3991,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
705,Slovenia,2018,Tourist/visitor arrivals (thousands),TCE,,4425,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
705,Slovenia,2019,Tourist/visitor arrivals (thousands),TCE,,4702,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
705,Slovenia,1995,Tourism expenditure (millions of US dollars),,,1128,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
705,Slovenia,2005,Tourism expenditure (millions of US dollars),,,1894,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
705,Slovenia,2010,Tourism expenditure (millions of US dollars),,,2808,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
705,Slovenia,2017,Tourism expenditure (millions of US dollars),,,3057,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
705,Slovenia,2018,Tourism expenditure (millions of US dollars),,,3378,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
705,Slovenia,2019,Tourism expenditure (millions of US dollars),,,3244,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
90,Solomon Islands,1995,Tourist/visitor arrivals (thousands),TF,,12,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
90,Solomon Islands,2005,Tourist/visitor arrivals (thousands),TF,,9,Arrivals by air.,Without 1st quarter.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
90,Solomon Islands,2010,Tourist/visitor arrivals (thousands),TF,,21,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
90,Solomon Islands,2017,Tourist/visitor arrivals (thousands),TF,,26,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
90,Solomon Islands,2018,Tourist/visitor arrivals (thousands),TF,,28,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
90,Solomon Islands,2019,Tourist/visitor arrivals (thousands),TF,,29,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
90,Solomon Islands,1995,Tourism expenditure (millions of US dollars),,,17,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
90,Solomon Islands,2005,Tourism expenditure (millions of US dollars),,,6,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
90,Solomon Islands,2010,Tourism expenditure (millions of US dollars),,,51,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
90,Solomon Islands,2017,Tourism expenditure (millions of US dollars),,,79,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
90,Solomon Islands,2018,Tourism expenditure (millions of US dollars),,,92,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
90,Solomon Islands,2019,Tourism expenditure (millions of US dollars),,,81,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
710,South Africa,1995,Tourist/visitor arrivals (thousands),TF,,4488,Excluding arrivals for work and contract workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
710,South Africa,2005,Tourist/visitor arrivals (thousands),TF,,7369,Excluding arrivals for work and contract workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
710,South Africa,2010,Tourist/visitor arrivals (thousands),TF,,8074,Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
710,South Africa,2017,Tourist/visitor arrivals (thousands),TF,,10285,Break in the time series.,Excluding transit.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
710,South Africa,2018,Tourist/visitor arrivals (thousands),TF,,10472,Excluding transit.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
710,South Africa,2019,Tourist/visitor arrivals (thousands),TF,,10228,Excluding transit.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
710,South Africa,1995,Tourism expenditure (millions of US dollars),,,2654,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
710,South Africa,2005,Tourism expenditure (millions of US dollars),,,8629,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
710,South Africa,2010,Tourism expenditure (millions of US dollars),,,10309,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
710,South Africa,2017,Tourism expenditure (millions of US dollars),,,9706,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
710,South Africa,2018,Tourism expenditure (millions of US dollars),,,9789,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
710,South Africa,2019,Tourism expenditure (millions of US dollars),,,9064,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
728,South Sudan,2017,Tourism expenditure (millions of US dollars),,,26,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
728,South Sudan,2018,Tourism expenditure (millions of US dollars),,,12,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
724,Spain,1995,Tourist/visitor arrivals (thousands),TF,,32971,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
724,Spain,2005,Tourist/visitor arrivals (thousands),TF,,55914,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
724,Spain,2010,Tourist/visitor arrivals (thousands),TF,,52677,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
724,Spain,2017,Tourist/visitor arrivals (thousands),TF,,81869,Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
724,Spain,2018,Tourist/visitor arrivals (thousands),TF,,82808,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
724,Spain,2019,Tourist/visitor arrivals (thousands),TF,,83509,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
724,Spain,1995,Tourism expenditure (millions of US dollars),,,25368,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
724,Spain,2005,Tourism expenditure (millions of US dollars),,,51959,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
724,Spain,2010,Tourism expenditure (millions of US dollars),,,58348,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
724,Spain,2017,Tourism expenditure (millions of US dollars),,,75906,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
724,Spain,2018,Tourism expenditure (millions of US dollars),,,81250,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
724,Spain,2019,Tourism expenditure (millions of US dollars),,,79611,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
144,Sri Lanka,1995,Tourist/visitor arrivals (thousands),TF,,403,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
144,Sri Lanka,2005,Tourist/visitor arrivals (thousands),TF,,549,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
144,Sri Lanka,2010,Tourist/visitor arrivals (thousands),TF,,654,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
144,Sri Lanka,2017,Tourist/visitor arrivals (thousands),TF,,2116,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
144,Sri Lanka,2018,Tourist/visitor arrivals (thousands),TF,,2334,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
144,Sri Lanka,2019,Tourist/visitor arrivals (thousands),TF,,1914,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
144,Sri Lanka,1995,Tourism expenditure (millions of US dollars),,,367,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
144,Sri Lanka,2005,Tourism expenditure (millions of US dollars),,,729,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
144,Sri Lanka,2010,Tourism expenditure (millions of US dollars),,,1044,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
144,Sri Lanka,2017,Tourism expenditure (millions of US dollars),,,5083,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
144,Sri Lanka,2018,Tourism expenditure (millions of US dollars),,,5608,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
144,Sri Lanka,2019,Tourism expenditure (millions of US dollars),,,4663,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
275,State of Palestine,2005,Tourist/visitor arrivals (thousands),THS,,88,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
275,State of Palestine,2010,Tourist/visitor arrivals (thousands),THS,,522,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
275,State of Palestine,2017,Tourist/visitor arrivals (thousands),THS,,503,Represent the data on hotel activity in the West Bank only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
275,State of Palestine,2018,Tourist/visitor arrivals (thousands),THS,,606,Represent the data on hotel activity in the West Bank only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
275,State of Palestine,2019,Tourist/visitor arrivals (thousands),THS,,688,Represent the data on hotel activity in the West Bank only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
275,State of Palestine,1995,Tourism expenditure (millions of US dollars),,,255,Excluding passenger transport.,West Bank and Gaza.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
275,State of Palestine,2005,Tourism expenditure (millions of US dollars),,,52,Excluding passenger transport.,West Bank and Gaza.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
275,State of Palestine,2010,Tourism expenditure (millions of US dollars),,,409,Excluding passenger transport.,West Bank and Gaza.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
275,State of Palestine,2017,Tourism expenditure (millions of US dollars),,,225,Excluding passenger transport.,West Bank and Gaza.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
275,State of Palestine,2018,Tourism expenditure (millions of US dollars),,,245,Excluding passenger transport.,West Bank and Gaza.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",
729,Sudan,1995,Tourist/visitor arrivals (thousands),TF,,29,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
729,Sudan,2005,Tourist/visitor arrivals (thousands),TF,,246,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
729,Sudan,2010,Tourist/visitor arrivals (thousands),TF,,495,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
729,Sudan,2017,Tourist/visitor arrivals (thousands),TF,,813,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
729,Sudan,2018,Tourist/visitor arrivals (thousands),TF,,836,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
729,Sudan,1995,Tourism expenditure (millions of US dollars),,,8,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
729,Sudan,2005,Tourism expenditure (millions of US dollars),,,114,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
729,Sudan,2010,Tourism expenditure (millions of US dollars),,,82,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
729,Sudan,2017,Tourism expenditure (millions of US dollars),,,1029,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
729,Sudan,2018,Tourism expenditure (millions of US dollars),,,1043,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
740,Suriname,1995,Tourist/visitor arrivals (thousands),TF,,43,Arrivals at Zanderij Airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
740,Suriname,2005,Tourist/visitor arrivals (thousands),TF,,161,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
740,Suriname,2010,Tourist/visitor arrivals (thousands),TF,,205,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
740,Suriname,2017,Tourist/visitor arrivals (thousands),TF,,278,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
740,Suriname,1995,Tourism expenditure (millions of US dollars),,,52,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
740,Suriname,2005,Tourism expenditure (millions of US dollars),,,96,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
740,Suriname,2010,Tourism expenditure (millions of US dollars),,,69,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
740,Suriname,2017,Tourism expenditure (millions of US dollars),,,61,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
740,Suriname,2018,Tourism expenditure (millions of US dollars),,,73,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
740,Suriname,2019,Tourism expenditure (millions of US dollars),,,64,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
752,Sweden,1995,Tourist/visitor arrivals (thousands),TCE,,2310,Camping excluding.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
752,Sweden,2005,Tourist/visitor arrivals (thousands),TCE,,4883,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
752,Sweden,2010,Tourist/visitor arrivals (thousands),TCE,,5183,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
752,Sweden,2017,Tourist/visitor arrivals (thousands),TCE,,7054,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
752,Sweden,2018,Tourist/visitor arrivals (thousands),TCE,,7440,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
752,Sweden,1995,Tourism expenditure (millions of US dollars),,,3471,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
752,Sweden,2005,Tourism expenditure (millions of US dollars),,,6554,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
752,Sweden,2010,Tourism expenditure (millions of US dollars),,,8336,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
752,Sweden,2017,Tourism expenditure (millions of US dollars),,,14168,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
752,Sweden,2018,Tourism expenditure (millions of US dollars),,,9973,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
752,Sweden,2019,Tourism expenditure (millions of US dollars),,,9173,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
756,Switzerland,1995,Tourist/visitor arrivals (thousands),THS,,6946,Hotels and similar establishments (including health establishments).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
756,Switzerland,2005,Tourist/visitor arrivals (thousands),THS,,7229,Hotels and similar establishments (including health establishments).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
756,Switzerland,2010,Tourist/visitor arrivals (thousands),THS,,8628,Hotels and similar establishments (including health establishments).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
756,Switzerland,2017,Tourist/visitor arrivals (thousands),THS,,11133,All collective tourism establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
756,Switzerland,2018,Tourist/visitor arrivals (thousands),THS,,11715,All collective tourism establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
756,Switzerland,2019,Tourist/visitor arrivals (thousands),THS,,11818,All collective tourism establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
756,Switzerland,1995,Tourism expenditure (millions of US dollars),,,11354,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
756,Switzerland,2005,Tourism expenditure (millions of US dollars),,,11952,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
756,Switzerland,2010,Tourism expenditure (millions of US dollars),,,17614,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
756,Switzerland,2017,Tourism expenditure (millions of US dollars),,,19654,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
756,Switzerland,2018,Tourism expenditure (millions of US dollars),,,20276,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
756,Switzerland,2019,Tourism expenditure (millions of US dollars),,,20474,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
760,Syrian Arab Republic,1995,Tourist/visitor arrivals (thousands),TCE,,815,Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
760,Syrian Arab Republic,2005,Tourist/visitor arrivals (thousands),TCE,,3571,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
760,Syrian Arab Republic,2010,Tourist/visitor arrivals (thousands),TCE,,8546,Including Iraqi nationals.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
760,Syrian Arab Republic,2005,Tourism expenditure (millions of US dollars),,,2035,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
760,Syrian Arab Republic,2010,Tourism expenditure (millions of US dollars),,,6308,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
762,Tajikistan,2010,Tourist/visitor arrivals (thousands),VF,,160,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
762,Tajikistan,2017,Tourist/visitor arrivals (thousands),VF,,431,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
762,Tajikistan,2018,Tourist/visitor arrivals (thousands),VF,,1035,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
762,Tajikistan,2005,Tourism expenditure (millions of US dollars),,,9,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
762,Tajikistan,2010,Tourism expenditure (millions of US dollars),,,142,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
762,Tajikistan,2017,Tourism expenditure (millions of US dollars),,,172,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
762,Tajikistan,2018,Tourism expenditure (millions of US dollars),,,171,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
762,Tajikistan,2019,Tourism expenditure (millions of US dollars),,,179,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
764,Thailand,1995,Tourist/visitor arrivals (thousands),TF,,6952,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
764,Thailand,2005,Tourist/visitor arrivals (thousands),TF,,11567,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
764,Thailand,2010,Tourist/visitor arrivals (thousands),TF,,15936,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
764,Thailand,2017,Tourist/visitor arrivals (thousands),TF,,35592,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
764,Thailand,2018,Tourist/visitor arrivals (thousands),TF,,38178,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
764,Thailand,1995,Tourism expenditure (millions of US dollars),,,9257,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
764,Thailand,2005,Tourism expenditure (millions of US dollars),,,12103,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
764,Thailand,2010,Tourism expenditure (millions of US dollars),,,23796,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
764,Thailand,2017,Tourism expenditure (millions of US dollars),,,57057,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
764,Thailand,2018,Tourism expenditure (millions of US dollars),,,61383,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
764,Thailand,2019,Tourism expenditure (millions of US dollars),,,65082,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
626,Timor-Leste,2010,Tourist/visitor arrivals (thousands),TF,,40,Arrivals by air at Dili Airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
626,Timor-Leste,2017,Tourist/visitor arrivals (thousands),TF,,74,Arrivals by air at Dili Airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
626,Timor-Leste,2018,Tourist/visitor arrivals (thousands),TF,,75,Arrivals by air at Dili Airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
626,Timor-Leste,2019,Tourist/visitor arrivals (thousands),TF,,75,Arrivals by air at Dili Airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
626,Timor-Leste,2010,Tourism expenditure (millions of US dollars),,,24,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
626,Timor-Leste,2017,Tourism expenditure (millions of US dollars),,,73,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
626,Timor-Leste,2018,Tourism expenditure (millions of US dollars),,,78,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
626,Timor-Leste,2019,Tourism expenditure (millions of US dollars),,,70,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
768,Togo,1995,Tourist/visitor arrivals (thousands),THS,,53,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
768,Togo,2005,Tourist/visitor arrivals (thousands),THS,,81,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
768,Togo,2010,Tourist/visitor arrivals (thousands),THS,,202,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
768,Togo,2017,Tourist/visitor arrivals (thousands),THS,,514,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
