Region/Country/Area,,Year,Series,Value,Footnotes,Source,
862,Venezuela (Boliv. Rep. of),2017,Net official development assistance received: Bilateral  (millions of US dollars),73,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2018,Net official development assistance received: Bilateral  (millions of US dollars),117,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2019,Net official development assistance received: Bilateral  (millions of US dollars),189,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),1985,Net official development assistance received: Multilateral (millions of US dollars),2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),1995,Net official development assistance received: Multilateral (millions of US dollars),8,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2005,Net official development assistance received: Multilateral (millions of US dollars),36,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2010,Net official development assistance received: Multilateral (millions of US dollars),20,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2015,Net official development assistance received: Multilateral (millions of US dollars),15,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2017,Net official development assistance received: Multilateral (millions of US dollars),14,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2018,Net official development assistance received: Multilateral (millions of US dollars),32,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2019,Net official development assistance received: Multilateral (millions of US dollars),71,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),1985,Net official development assistance received: Total (millions of US dollars),17,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),1995,Net official development assistance received: Total (millions of US dollars),45,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2005,Net official development assistance received: Total (millions of US dollars),49,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2010,Net official development assistance received: Total (millions of US dollars),53,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2015,Net official development assistance received: Total (millions of US dollars),37,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2017,Net official development assistance received: Total (millions of US dollars),87,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2018,Net official development assistance received: Total (millions of US dollars),149,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2019,Net official development assistance received: Total (millions of US dollars),260,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),1985,Net official development assistance received: Total (as % GNI),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),1995,Net official development assistance received: Total (as % GNI),0.1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2005,Net official development assistance received: Total (as % GNI),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
862,Venezuela (Boliv. Rep. of),2010,Net official development assistance received: Total (as % GNI),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,1985,Net official development assistance received: Bilateral  (millions of US dollars),113,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,1995,Net official development assistance received: Bilateral  (millions of US dollars),667,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2005,Net official development assistance received: Bilateral  (millions of US dollars),1169,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2010,Net official development assistance received: Bilateral  (millions of US dollars),1831,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2015,Net official development assistance received: Bilateral  (millions of US dollars),2250,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2017,Net official development assistance received: Bilateral  (millions of US dollars),1754,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2018,Net official development assistance received: Bilateral  (millions of US dollars),847,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2019,Net official development assistance received: Bilateral  (millions of US dollars),688,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,1985,Net official development assistance received: Multilateral (millions of US dollars),38,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,1995,Net official development assistance received: Multilateral (millions of US dollars),111,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2005,Net official development assistance received: Multilateral (millions of US dollars),525,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2010,Net official development assistance received: Multilateral (millions of US dollars),938,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2015,Net official development assistance received: Multilateral (millions of US dollars),918,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2017,Net official development assistance received: Multilateral (millions of US dollars),654,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2018,Net official development assistance received: Multilateral (millions of US dollars),798,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2019,Net official development assistance received: Multilateral (millions of US dollars),401,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,1985,Net official development assistance received: Total (millions of US dollars),151,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,1995,Net official development assistance received: Total (millions of US dollars),778,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2005,Net official development assistance received: Total (millions of US dollars),1693,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2010,Net official development assistance received: Total (millions of US dollars),2770,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2015,Net official development assistance received: Total (millions of US dollars),3167,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2017,Net official development assistance received: Total (millions of US dollars),2407,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2018,Net official development assistance received: Total (millions of US dollars),1645,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2019,Net official development assistance received: Total (millions of US dollars),1088,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,1995,Net official development assistance received: Total (as % GNI),3.8,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2005,Net official development assistance received: Total (as % GNI),3,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2010,Net official development assistance received: Total (as % GNI),2.5,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2015,Net official development assistance received: Total (as % GNI),1.7,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2017,Net official development assistance received: Total (as % GNI),1.2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2018,Net official development assistance received: Total (as % GNI),0.7,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
704,Viet Nam,2019,Net official development assistance received: Total (as % GNI),0.5,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,1985,Net official development assistance received: Bilateral  (millions of US dollars),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,1995,Net official development assistance received: Bilateral  (millions of US dollars),1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2005,Net official development assistance received: Bilateral  (millions of US dollars),72,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2010,Net official development assistance received: Bilateral  (millions of US dollars),123,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2015,Net official development assistance received: Bilateral  (millions of US dollars),106,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2017,Net official development assistance received: Bilateral  (millions of US dollars),89,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2018,Net official development assistance received: Bilateral  (millions of US dollars),36,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2019,Net official development assistance received: Bilateral  (millions of US dollars),113,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,1985,Net official development assistance received: Multilateral (millions of US dollars),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,1995,Net official development assistance received: Multilateral (millions of US dollars),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2005,Net official development assistance received: Multilateral (millions of US dollars),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2010,Net official development assistance received: Multilateral (millions of US dollars),5,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2015,Net official development assistance received: Multilateral (millions of US dollars),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2017,Net official development assistance received: Multilateral (millions of US dollars),1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2018,Net official development assistance received: Multilateral (millions of US dollars),12,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2019,Net official development assistance received: Multilateral (millions of US dollars),1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,1985,Net official development assistance received: Total (millions of US dollars),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,1995,Net official development assistance received: Total (millions of US dollars),1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2005,Net official development assistance received: Total (millions of US dollars),72,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2010,Net official development assistance received: Total (millions of US dollars),127,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2015,Net official development assistance received: Total (millions of US dollars),106,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2017,Net official development assistance received: Total (millions of US dollars),90,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2018,Net official development assistance received: Total (millions of US dollars),48,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
876,Wallis and Futuna Islands,2019,Net official development assistance received: Total (millions of US dollars),114,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,1985,Net official development assistance received: Bilateral  (millions of US dollars),342,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,1995,Net official development assistance received: Bilateral  (millions of US dollars),109,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2005,Net official development assistance received: Bilateral  (millions of US dollars),127,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2010,Net official development assistance received: Bilateral  (millions of US dollars),418,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2015,Net official development assistance received: Bilateral  (millions of US dollars),1632,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2017,Net official development assistance received: Bilateral  (millions of US dollars),2698,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2018,Net official development assistance received: Bilateral  (millions of US dollars),7492,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2019,Net official development assistance received: Bilateral  (millions of US dollars),3173,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,1985,Net official development assistance received: Multilateral (millions of US dollars),89,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,1995,Net official development assistance received: Multilateral (millions of US dollars),63,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2005,Net official development assistance received: Multilateral (millions of US dollars),169,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2010,Net official development assistance received: Multilateral (millions of US dollars),249,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2015,Net official development assistance received: Multilateral (millions of US dollars),146,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2017,Net official development assistance received: Multilateral (millions of US dollars),536,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2018,Net official development assistance received: Multilateral (millions of US dollars),493,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2019,Net official development assistance received: Multilateral (millions of US dollars),586,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,1985,Net official development assistance received: Total (millions of US dollars),431,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,1995,Net official development assistance received: Total (millions of US dollars),172,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2005,Net official development assistance received: Total (millions of US dollars),296,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2010,Net official development assistance received: Total (millions of US dollars),667,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2015,Net official development assistance received: Total (millions of US dollars),1778,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2017,Net official development assistance received: Total (millions of US dollars),3234,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2018,Net official development assistance received: Total (millions of US dollars),7985,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2019,Net official development assistance received: Total (millions of US dollars),3759,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,1995,Net official development assistance received: Total (as % GNI),4.2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2005,Net official development assistance received: Total (as % GNI),2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2010,Net official development assistance received: Total (as % GNI),2.3,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2015,Net official development assistance received: Total (as % GNI),5,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2017,Net official development assistance received: Total (as % GNI),13.2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
887,Yemen,2018,Net official development assistance received: Total (as % GNI),29,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,1985,Net official development assistance received: Bilateral  (millions of US dollars),244,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,1995,Net official development assistance received: Bilateral  (millions of US dollars),1765,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2005,Net official development assistance received: Bilateral  (millions of US dollars),692,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2010,Net official development assistance received: Bilateral  (millions of US dollars),654,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2015,Net official development assistance received: Bilateral  (millions of US dollars),564,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2017,Net official development assistance received: Bilateral  (millions of US dollars),771,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2018,Net official development assistance received: Bilateral  (millions of US dollars),638,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2019,Net official development assistance received: Bilateral  (millions of US dollars),623,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,1985,Net official development assistance received: Multilateral (millions of US dollars),75,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,1995,Net official development assistance received: Multilateral (millions of US dollars),266,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2005,Net official development assistance received: Multilateral (millions of US dollars),478,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2010,Net official development assistance received: Multilateral (millions of US dollars),266,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2015,Net official development assistance received: Multilateral (millions of US dollars),234,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2017,Net official development assistance received: Multilateral (millions of US dollars),270,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2018,Net official development assistance received: Multilateral (millions of US dollars),362,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2019,Net official development assistance received: Multilateral (millions of US dollars),325,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,1985,Net official development assistance received: Total (millions of US dollars),319,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,1995,Net official development assistance received: Total (millions of US dollars),2031,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2005,Net official development assistance received: Total (millions of US dollars),1169,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2010,Net official development assistance received: Total (millions of US dollars),919,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2015,Net official development assistance received: Total (millions of US dollars),797,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2017,Net official development assistance received: Total (millions of US dollars),1040,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2018,Net official development assistance received: Total (millions of US dollars),1000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2019,Net official development assistance received: Total (millions of US dollars),948,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,1985,Net official development assistance received: Total (as % GNI),15.9,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,1995,Net official development assistance received: Total (as % GNI),57,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2005,Net official development assistance received: Total (as % GNI),15.2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2010,Net official development assistance received: Total (as % GNI),4.9,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2015,Net official development assistance received: Total (as % GNI),3.8,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2017,Net official development assistance received: Total (as % GNI),4.2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2018,Net official development assistance received: Total (as % GNI),3.8,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
894,Zambia,2019,Net official development assistance received: Total (as % GNI),4.2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,1985,Net official development assistance received: Bilateral  (millions of US dollars),218,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,1995,Net official development assistance received: Bilateral  (millions of US dollars),438,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2005,Net official development assistance received: Bilateral  (millions of US dollars),162,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2010,Net official development assistance received: Bilateral  (millions of US dollars),478,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
716,Zimbabwe,2015,Net official development assistance received: Bilateral  (millions of US dollars),507,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
