Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
710,South Africa,2010,Exchange rates: period average (national currency per US dollar),,,7.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
710,South Africa,2015,Exchange rates: period average (national currency per US dollar),,,12.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
710,South Africa,2017,Exchange rates: period average (national currency per US dollar),,,13.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
710,South Africa,2018,Exchange rates: period average (national currency per US dollar),,,13.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
710,South Africa,2019,Exchange rates: period average (national currency per US dollar),,,14.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
710,South Africa,2020,Exchange rates: period average (national currency per US dollar),,,16.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,1995,Exchange rates: end of period (national currency per US dollar),Pound Sterling (GBP),,0.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,2005,Exchange rates: end of period (national currency per US dollar),Pound Sterling (GBP),,0.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,2010,Exchange rates: end of period (national currency per US dollar),Pound Sterling (GBP),,0.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,2015,Exchange rates: end of period (national currency per US dollar),Pound Sterling (GBP),,0.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,2017,Exchange rates: end of period (national currency per US dollar),Pound Sterling (GBP),,0.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,2018,Exchange rates: end of period (national currency per US dollar),Pound Sterling (GBP),,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,2019,Exchange rates: end of period (national currency per US dollar),Pound Sterling (GBP),,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,2020,Exchange rates: end of period (national currency per US dollar),Pound Sterling (GBP),,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,1995,Exchange rates: period average (national currency per US dollar),,,0.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,2005,Exchange rates: period average (national currency per US dollar),,,0.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,2010,Exchange rates: period average (national currency per US dollar),,,0.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,2015,Exchange rates: period average (national currency per US dollar),,,0.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,2017,Exchange rates: period average (national currency per US dollar),,,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,2018,Exchange rates: period average (national currency per US dollar),,,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,2019,Exchange rates: period average (national currency per US dollar),,,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
239,South Georgia & Sandwich Is.,2020,Exchange rates: period average (national currency per US dollar),,,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
728,South Sudan,2015,Exchange rates: end of period (national currency per US dollar),S. Sudanese Pound (SSP),South Sudanese Pound.,16.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
728,South Sudan,2017,Exchange rates: end of period (national currency per US dollar),S. Sudanese Pound (SSP),South Sudanese Pound.,127.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
728,South Sudan,2018,Exchange rates: end of period (national currency per US dollar),S. Sudanese Pound (SSP),South Sudanese Pound.,154,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
728,South Sudan,2019,Exchange rates: end of period (national currency per US dollar),S. Sudanese Pound (SSP),South Sudanese Pound.,161.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
728,South Sudan,2020,Exchange rates: end of period (national currency per US dollar),S. Sudanese Pound (SSP),South Sudanese Pound.,177.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
728,South Sudan,2015,Exchange rates: period average (national currency per US dollar),,,3.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
728,South Sudan,2017,Exchange rates: period average (national currency per US dollar),,,113.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
728,South Sudan,2018,Exchange rates: period average (national currency per US dollar),,,141.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
728,South Sudan,2019,Exchange rates: period average (national currency per US dollar),,,158,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
728,South Sudan,2020,Exchange rates: period average (national currency per US dollar),,,165.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
724,Spain,2005,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
724,Spain,2010,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
724,Spain,2015,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
724,Spain,2017,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
724,Spain,2018,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
724,Spain,2019,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
724,Spain,2020,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
724,Spain,2005,Exchange rates: period average (national currency per US dollar),,,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
724,Spain,2010,Exchange rates: period average (national currency per US dollar),,,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
724,Spain,2015,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
724,Spain,2017,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
724,Spain,2018,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
724,Spain,2019,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
724,Spain,2020,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,1995,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,54.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,2005,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,102.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,2010,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,111,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,2015,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,144.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,2017,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,152.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,2018,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,182.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,2019,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,181.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,2020,Exchange rates: end of period (national currency per US dollar),Sri Lanka Rupee (LKR),,186.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,1995,Exchange rates: period average (national currency per US dollar),,,51.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,2005,Exchange rates: period average (national currency per US dollar),,,100.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,2010,Exchange rates: period average (national currency per US dollar),,,113.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,2015,Exchange rates: period average (national currency per US dollar),,,135.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,2017,Exchange rates: period average (national currency per US dollar),,,152.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,2018,Exchange rates: period average (national currency per US dollar),,,162.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,2019,Exchange rates: period average (national currency per US dollar),,,178.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
144,Sri Lanka,2020,Exchange rates: period average (national currency per US dollar),,,185.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,1995,Exchange rates: end of period (national currency per US dollar),Sudanese Pound (SDG),,0.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,2005,Exchange rates: end of period (national currency per US dollar),Sudanese Pound (SDG),,2.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,2010,Exchange rates: end of period (national currency per US dollar),Sudanese Pound (SDG),,2.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,2015,Exchange rates: end of period (national currency per US dollar),Sudanese Pound (SDG),,6.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,2017,Exchange rates: end of period (national currency per US dollar),Sudanese Pound (SDG),,6.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,2018,Exchange rates: end of period (national currency per US dollar),Sudanese Pound (SDG),,47.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,2019,Exchange rates: end of period (national currency per US dollar),Sudanese Pound (SDG),,45,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,2020,Exchange rates: end of period (national currency per US dollar),Sudanese Pound (SDG),,55,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,1995,Exchange rates: period average (national currency per US dollar),,,0.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,2005,Exchange rates: period average (national currency per US dollar),,,2.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,2010,Exchange rates: period average (national currency per US dollar),,,2.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,2015,Exchange rates: period average (national currency per US dollar),,,6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,2017,Exchange rates: period average (national currency per US dollar),,,6.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,2018,Exchange rates: period average (national currency per US dollar),,,24.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,2019,Exchange rates: period average (national currency per US dollar),,,45.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
729,Sudan,2020,Exchange rates: period average (national currency per US dollar),,,54,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,1995,Exchange rates: end of period (national currency per US dollar),Surinam Dollar (SRD),,0.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,2005,Exchange rates: end of period (national currency per US dollar),Surinam Dollar (SRD),,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,2010,Exchange rates: end of period (national currency per US dollar),Surinam Dollar (SRD),,2.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,2015,Exchange rates: end of period (national currency per US dollar),Surinam Dollar (SRD),,4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,2017,Exchange rates: end of period (national currency per US dollar),Surinam Dollar (SRD),,7.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,2018,Exchange rates: end of period (national currency per US dollar),Surinam Dollar (SRD),,7.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,2019,Exchange rates: end of period (national currency per US dollar),Surinam Dollar (SRD),,7.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,2020,Exchange rates: end of period (national currency per US dollar),Surinam Dollar (SRD),,14.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,1995,Exchange rates: period average (national currency per US dollar),,,0.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,2005,Exchange rates: period average (national currency per US dollar),,,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,2010,Exchange rates: period average (national currency per US dollar),,,2.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,2015,Exchange rates: period average (national currency per US dollar),,,3.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,2017,Exchange rates: period average (national currency per US dollar),,,7.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,2018,Exchange rates: period average (national currency per US dollar),,,7.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,2019,Exchange rates: period average (national currency per US dollar),,,7.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
740,Suriname,2020,Exchange rates: period average (national currency per US dollar),,,9.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,1995,Exchange rates: end of period (national currency per US dollar),Swedish Krona (SEK),,6.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,2005,Exchange rates: end of period (national currency per US dollar),Swedish Krona (SEK),,8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,2010,Exchange rates: end of period (national currency per US dollar),Swedish Krona (SEK),,6.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,2015,Exchange rates: end of period (national currency per US dollar),Swedish Krona (SEK),,8.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,2017,Exchange rates: end of period (national currency per US dollar),Swedish Krona (SEK),,8.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,2018,Exchange rates: end of period (national currency per US dollar),Swedish Krona (SEK),,9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,2019,Exchange rates: end of period (national currency per US dollar),Swedish Krona (SEK),,9.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,2020,Exchange rates: end of period (national currency per US dollar),Swedish Krona (SEK),,8.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,1995,Exchange rates: period average (national currency per US dollar),,,7.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,2005,Exchange rates: period average (national currency per US dollar),,,7.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,2010,Exchange rates: period average (national currency per US dollar),,,7.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,2015,Exchange rates: period average (national currency per US dollar),,,8.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,2017,Exchange rates: period average (national currency per US dollar),,,8.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,2018,Exchange rates: period average (national currency per US dollar),,,8.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,2019,Exchange rates: period average (national currency per US dollar),,,9.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
752,Sweden,2020,Exchange rates: period average (national currency per US dollar),,,9.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,1995,Exchange rates: end of period (national currency per US dollar),Swiss Franc (CHF),,1.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,2005,Exchange rates: end of period (national currency per US dollar),Swiss Franc (CHF),,1.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,2010,Exchange rates: end of period (national currency per US dollar),Swiss Franc (CHF),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,2015,Exchange rates: end of period (national currency per US dollar),Swiss Franc (CHF),,1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,2017,Exchange rates: end of period (national currency per US dollar),Swiss Franc (CHF),,1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,2018,Exchange rates: end of period (national currency per US dollar),Swiss Franc (CHF),,1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,2019,Exchange rates: end of period (national currency per US dollar),Swiss Franc (CHF),,1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,2020,Exchange rates: end of period (national currency per US dollar),Swiss Franc (CHF),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,1995,Exchange rates: period average (national currency per US dollar),,,1.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,2005,Exchange rates: period average (national currency per US dollar),,,1.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,2010,Exchange rates: period average (national currency per US dollar),,,1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,2015,Exchange rates: period average (national currency per US dollar),,,1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,2017,Exchange rates: period average (national currency per US dollar),,,1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,2018,Exchange rates: period average (national currency per US dollar),,,1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,2019,Exchange rates: period average (national currency per US dollar),,,1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
756,Switzerland,2020,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
760,Syrian Arab Republic,2010,Exchange rates: end of period (national currency per US dollar),Syrian Pound (SYP),,46.6,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
